id,id_alt,country,continent,geo_group,culture,epoch,group,comment,latitude,longitude,sex,site,site_detail,mt_hg,ychr_hg,ychr_snps,year_from,year_to,date_detail,bp,c14_lab_code,reference_name,reference_link,data_link,c14_sample_tag,c14_layer_tag,full_mt_tag,trusted_tag,avg_coverage,amtdb_version
I6553,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,U2e1'2'3,..,none,971 calBCE,830 calBCE,"971-830 calBCE (2755±20 BP, PSUAMS-2795)",2755±20 BP,PSUAMS-2795,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,1.353164,v1.010
I6556,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,U2c1,n/a (female),none,897 calBCE,798 calBCE,"897-798 calBCE (2670±20 BP, PSUAMS-2792)",2670±20 BP,PSUAMS-2792,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,3.95464,v1.010
I8998,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,W3a1b,..,none,1000 BCE,800 BCE,1000-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,2.192132,v1.010
I8999,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,U3b1a1,n/a (female),none,911 calBCE,816 calBCE,"911-816 calBCE (2725±20 BP, PSUAMS-4851)",2725±20 BP,PSUAMS-4851,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,3.902956,v1.010
I6555,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA_1d.rel.I12136,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA_1d.rel.I12136,none,M4a,..,none,906 calBCE,816 calBCE,"906-816 calBCE (2720±20 BP, PSUAMS-2797)",2720±20 BP,PSUAMS-2797,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,3.533623,v1.010
I8997,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA_brother.I8998,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA_brother.I8998,none,W3a1b,..,none,1000 BCE,800 BCE,1000-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,3.091465,v1.010
I12985,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA_mother.I10001,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA_mother.I10001,none,R30b1,n/a (female),none,1000 BCE,800 BCE,1000-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,2.297659,v1.010
I12136,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA_mother.I6555,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA_mother.I6555,none,M4a,n/a (female),none,1000 BCE,800 BCE,1000-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,2.438059,v1.010
I12138,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA_o,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA_o,none,T1a1,n/a (female),none,1107 calBCE,924 calBCE,"1107-924 calBCE (2845±20 BP, PSUAMS-5277)",2845±20 BP,PSUAMS-5277,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,2.503762,v1.010
I12983,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,M65a+@16311,n/a (female),none,1000 BCE,800 BCE,1000-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,3.080538,v1.010
I6554,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA_son.I6292.son.I10000,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA_son.I6292.son.I10000,none,T2g1a,..,none,830 calBCE,790 calBCE,"830-790 calBCE (2645±20 BP, PSUAMS-2796)",2645±20 BP,PSUAMS-2796,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.077326,v1.010
I1808,none,Pakistan,Asia,"Swat Valley, Parwak",Pakistan_Parwak_Medieval,Middle Age,none,none,36.280247,72.414702,M,Pakistan_Parwak_Medieval,none,J1b1a1+146,..,none,706 calCE,945 calCE,"706-945 calCE (1200±30 BP, Beta-428663)",1200±30 BP,Beta-428663,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.008873,v1.010
I11565,none,Pakistan,Asia,"Swat Valley, Parwak",Pakistan_Parwak_Medieval_lc,Middle Age,none,none,36.280247,72.414702,M,Pakistan_Parwak_Medieval_lc,none,J1b1,..,none,1 CE,1000 CE,1-1000 CE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,4.289278,v1.010
I7716,none,Pakistan,Asia,"Swat Valley, Raja Gira",Pakistan_RajaGira_Medieval,Middle Age,none,none,34.75700556,72.36238056,M,Pakistan_RajaGira_Medieval,none,H13a2a,..,none,1176 calCE,1264 calCE,"1176-1264 calCE (835±15 BP, PSUAMS-4428)",835±15 BP,PSUAMS-4428,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.814283,v1.010
I1805,none,Pakistan,Asia,"Swat Valley, Singoor",Pakistan_Singoor_Medieval,Middle Age,none,none,36.28027778,72.41466944,M,Pakistan_Singoor_Medieval,none,M3a1+204,..,none,1490 calCE,1649 calCE,"1490-1649 calCE (310±30 BP, Beta-428668)",310±30 BP,Beta-428668,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,1.435,v1.010
I2959,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_Medieval_Ghaznavid,Middle Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_Medieval_Ghaznavid,none,M5a1,..,none,1041 calCE,1217 calCE,"1041-1217 calCE (905±30 BP, Poz-83508)",905±30 BP,Poz-83508,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.565291,v1.010
I2960,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_Medieval_Ghaznavid_father.or.son.I2959,Middle Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_Medieval_Ghaznavid_father.or.son.I2959,none,D4c2b,..,none,1000 CE,1250 CE,1000-1250 CE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.129843,v1.010
I12472,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.7658417,72.3491333,M,Pakistan_Katelai_IA,none,M65a+@16311,..,none,1000 BCE,800 BCE,1000-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,3.638625,v1.010
I1799,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA,none,T2a1b,..,none,1124 calBCE,984 calBCE,"1124-984 calBCE (2876±19 BP) [R_combine: (2830±20 BP, PSUAMS-2632); (3098±45 BP, CEDAD-LTL13335A)]",3098±45 BP,CEDAD-LTL13335A,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,4.204466,v1.010
I1985,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA,none,M65a+@16311,..,none,1107 calBCE,913 calBCE,"1107-913 calBCE (2837±25 BP) [R_combine: (2880±30 BP, Beta-428667); (2758±40 BP, CEDAD-LTL13334A)]",2758±40 BP,CEDAD-LTL13334A,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.455248,v1.010
I1994,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,F,Pakistan_Udegram_IA,none,W3a1b,n/a (female),none,1043 calBCE,854 calBCE,"1043-854 calBCE (2802±25 BP) [R_combine: (2800±30 BP, Beta-428666); (2808±45 BP, CEDAD-LTL13329A)]",2808±45 BP,CEDAD-LTL13329A,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,2.163694,v1.010
I6194,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA,none,U8b1a2b,..,none,1200 BCE,800 BCE,1200-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.058369,v1.010
I6195,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,F,Pakistan_Udegram_IA,none,U4c1,n/a (female),none,1012 calBCE,906 calBCE,"1012-906 calBCE (2810±20 BP, PSUAMS-2841)",2810±20 BP,PSUAMS-2841,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,2.939387,v1.010
I6197,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA,none,n/a (<2x),..,none,1200 BCE,800 BCE,1200-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.718819,v1.010
I6198,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,F,Pakistan_Udegram_IA,none,..,n/a (female),none,1200 BCE,800 BCE,1200-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,1.704088,v1.010
I6897,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,F,Pakistan_Udegram_IA,none,..,n/a (female),none,1200 BCE,800 BCE,1200-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,2.884011,v1.010
I6899,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA,none,..,..,none,915 calBCE,808 calBCE,"915-808 calBCE (2715±30 BP) [R_combine: (2785±45 BP, CEDAD-LTL13328A); (2659±40 BP, CEDAD-LTL13328A)]",2659±40 BP,CEDAD-LTL13328A,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,2.11586,v1.010
I6900,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA,none,..,..,none,1402 calBCE,1125 calBCE,"1402-1125 calBCE (3018±45 BP, CEDAD-LTL13327A)",3018±45 BP,CEDAD-LTL13327A,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,1.73059,v1.010
I6901,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,F,Pakistan_Udegram_IA,none,..,n/a (female),none,1200 BCE,800 BCE,1200-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.914541,v1.010
I8190,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA,Iron Age,none,none,34.74319444,72.31421667,F,Pakistan_Udegram_IA,none,U7a,n/a (female),none,990 calBCE,826 calBCE,"990-826 calBCE (2760±30 BP, Beta-428664)",2760±30 BP,Beta-428664,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.021606,v1.010
I3261,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA_1d.rel.I1985,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA_1d.rel.I1985,none,n/a (<2x),..,none,1200 BCE,800 BCE,1200-800 BCE,none,none,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,1.139909,v1.010
I3260,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA_1d.rel.I6900,Iron Age,none,none,34.74319444,72.31421667,F,Pakistan_Udegram_IA_1d.rel.I6900,none,U1a1a,n/a (female),none,1009 calBCE,908 calBCE,"1009-908 calBCE (2806±18 BP) [R_combine: (2740±20 BP, PSUAMS-2798); (3056±40 BP, CEDAD-LTL13332A)]",3056±40 BP,CEDAD-LTL13332A,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,3.02248,v1.010
I3262,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA_father.or.son.I1799_1d.rel.I1992,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA_father.or.son.I1799_1d.rel.I1992,none,H14a,..,none,982 calBCE,828 calBCE,"982-828 calBCE (2760±25 BP, PSUAMS-2157)",2760±25 BP,PSUAMS-2157,Narasimhan Patterson Science 2019,https://doi.org/10.1126/science.aat7487,https://www.ebi.ac.uk/ena/browser/view/PRJEB32466,none,none,none,none,0.039648,v1.010
I1992,none,Pakistan,Asia,"Swat Valley, Udegram",Pakistan_Udegram_IA_o,Iron Age,none,none,34.74319444,72.31421667,M,Pakistan_Udegram_IA_o,none,U5a1+@16192,..,none,1203 calBCE,941 calBCE,"1203-941 calBCE (2890±30 BP, Beta-428665)",2890±30 BP,Beta-428665,Narasimhan Patterson Science 2019,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.009,v1.010
I2543,none,Peru,South America,Chanka,Peru_Campanayuq_MH_1000BP_lc,Neolithic,none,none,-13.754052,-74.225667,M,Peru_Campanayuq_MH_1000BP_lc,none,C5b,..,none,985 calCE,1030 calCE,"985-1030 calCE (1085±20 BP, PSUAMS-1620)",1085±20 BP,PSUAMS-1620,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.243,v1.010
I2236,none,Peru,South America,Chanka,Peru_Chanka_LIP,Neolithic,none,none,-13.754052,-74.225667,M,Peru_Chanka_LIP,none,D1f,..,none,1200 CE,1400 CE,1200-1400 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,2.583,v1.010
I2544,none,Peru,South America,Charrangochayoc,Peru_Chanka_LIP,Neolithic,none,none,-14.1954,-73.45878,F,Peru_Chanka_LIP,none,R0+16189,n/a (female),none,1100 CE,1450 CE,1100-1450 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.029,v1.010
I2563,none,Peru,South America,Chanka,Peru_Chanka_LIP,Neolithic,none,none,-13.754052,-74.225667,F,Peru_Chanka_LIP,none,R,n/a (female),none,1200 CE,1400 CE,1200-1400 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.112,v1.010
I2238,none,Peru,South America,El Brujo,Peru_EIP_Moche,Neolithic,none,none,-7.914978,-79.305486,F,Peru_EIP_Moche,none,D1,n/a (female),none,200 CE,600 CE,200-600 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.11,v1.010
I2262,none,Peru,South America,El Brujo,Peru_EIP_Moche,Neolithic,none,none,-7.914978,-79.305486,M,Peru_EIP_Moche,none,C1b,..,none,200 CE,600 CE,200-600 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.042322,v1.010
I0324,none,Peru,South America,El Brujo,Peru_ElBrujo_EIP_1300BP,Neolithic,none,none,-7.914978,-79.305486,M,Peru_ElBrujo_EIP_1300BP,none,C1b,..,none,710 calCE,1015 calCE,"710-1015 calCE (1388±18 BP, MAMS-25006)",1388±18 BP,MAMS-25006,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.468,v1.010
I2237,none,Peru,South America,El Brujo,Peru_ElBrujo_EIP_1300BP,Neolithic,none,none,-7.914978,-79.305486,F,Peru_ElBrujo_EIP_1300BP,none,D1,n/a (female),none,525 calCE,705 calCE,"525-705 calCE (1650±20 BP, PSUAMS-1607)",1650±20 BP,PSUAMS-1607,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.629,v1.010
I2263,none,Peru,South America,El Brujo,Peru_ElBrujo_EIP_1300BP,Neolithic,none,none,-7.914978,-79.305486,M,Peru_ElBrujo_EIP_1300BP,none,D4h3a,..,none,710 calCE,1010 calCE,"710-1010 calCE (1390±15 BP, UCIAMS-186351)",1390±15 BP,UCIAMS-186351,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.461,v1.010
I2252,none,Peru,South America,Chinchawas,Peru_Highlands_Chinchawas_MH,Neolithic,none,none,-9.582555,-77.697503,M,Peru_Highlands_Chinchawas_MH,none,D1,..,none,750 CE,1100 CE,750-1100 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.276,v1.010
I2250,none,Peru,South America,Chinchawas,Peru_Highlands_LIP_Chimu,Neolithic,none,none,-9.582555,-77.697503,M,Peru_Highlands_LIP_Chimu,none,D1,..,none,1100 CE,1400 CE,1100-1400 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,1.311,v1.010
I2251,none,Peru,South America,Chinchawas,Peru_Highlands_LIP_Chimu,Neolithic,none,none,-9.582555,-77.697503,F,Peru_Highlands_LIP_Chimu,none,D1,n/a (female),none,1100 CE,1400 CE,1100-1400 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,1.812,v1.010
I2264,none,Peru,South America,Chinchawas,Peru_Highlands_LIP_Chimu,Neolithic,none,none,-9.582555,-77.697503,F,Peru_Highlands_LIP_Chimu,none,D1,n/a (female),none,1100 CE,1400 CE,1100-1400 CE,none,none,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.017,v1.010
I2268,none,Peru,South America,El Brujo,Peru_HuacaPrieta_LA_4500BP,none,none,none,-7.914978,-79.305486,F,Peru_HuacaPrieta_LA_4500BP,none,B2,n/a (female),none,2400 calBCE,2015 calBCE,"2400-2015 calBCE (3971±22 BP, MAMS-27355)",3971±22 BP,MAMS-27355,Nakatsuka Cell 2020,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,3.794,v1.010
I2261,none,Peru,South America,"La Galgada, Highlands",Peru_LaGalgada_4100BP,none,none,none,-8.466666667,-78.15,M,Peru_LaGalgada_4100BP,none,C1c,..,none,2280 calBCE,2030 calBCE,"2280-2030 calBCE (3780±21 BP, MAMS-27354)",3780±21 BP,MAMS-27354,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,0.664,v1.010
I0237,none,Peru,South America,"Botigiriayocc, Laramate, Highlands",Peru_Laramate_900BP,none,none,none,-14.275556,-74.843611,M,Peru_Laramate_900BP,none,B2,..,none,1030 calCE,1150 calCE,"1030-1150 calCE (995±20 BP, PSUAMS-1614)",995±20 BP,PSUAMS-1614,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,1.22,v1.010
I1357,none,Peru,South America,"Botigiriayocc, Laramate, Highlands",Peru_Laramate_900BP,none,none,none,-14.275556,-74.843611,M,Peru_Laramate_900BP,none,B2l,..,none,900 CE,1150 CE,900-1150 CE,none,none,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,2.739,v1.010
I1484,none,Peru,South America,"Botigiriayocc, Laramate, Highlands",Peru_Laramate_900BP,none,none,none,-14.275556,-74.843611,M,Peru_Laramate_900BP,none,R,..,none,1050 calCE,1220 calCE,"1050-1220 calCE (920±20 BP, PSUAMS-1615)",920±20 BP,PSUAMS-1615,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,1.737,v1.010
I1485,none,Peru,South America,"Cueva Yacotogia, Laramate, Highlands",Peru_Laramate_900BP,none,none,none,-14.262222,-74.859167,M,Peru_Laramate_900BP,none,R,..,none,790 calCE,990 calCE,"790-990 calCE (1187±26 BP, MAMS-12302)",1187±26 BP,MAMS-12302,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,0.607,v1.010
I1742,none,Peru,South America,"Tranca, Laramate, Highlands",Peru_Laramate_900BP,none,none,none,-14.262222,-74.859167,F,Peru_Laramate_900BP,none,D1,n/a (female),none,750 CE,900 CE,750-900 CE,none,none,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,3.093,v1.010
I2551,none,Peru,South America,"Huayuncalla, Laramate, Highlands",Peru_Laramate_900BP,none,none,none,-14.262222,-74.859167,F,Peru_Laramate_900BP,none,C1b,n/a (female),none,1040 calCE,1210 calCE,"1040-1210 calCE (950±20 BP, PSUAMS-1603)",950±20 BP,PSUAMS-1603,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,0.898,v1.010
I0039,none,Peru,South America,"Lauricocha, Highlands",Peru_Lauricocha_3500BP,none,none,none,-10.3222,-76.6666667,M,Peru_Lauricocha_3500BP,none,A2+(64),..,none,1660 calBCE,1500 calBCE,"1660-1500 calBCE (3340±22 BP, MAMS-14389)",3340±22 BP,MAMS-14389,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,0.94,v1.010
I0040,none,Peru,South America,"Lauricocha, Highlands",Peru_Lauricocha_5800BP,none,none,none,-10.3222,-76.6666667,M,Peru_Lauricocha_5800BP,none,A2+(64)+@16111,..,none,3990 calBCE,3800 calBCE,"3990-3800 calBCE (5160±27 BP, MAMS-14390)",5160±27 BP,MAMS-14390,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,5.414,v1.010
I0038,none,Peru,South America,"Lauricocha, Highlands",Peru_Lauricocha_8600BP,none,none,none,-10.3222,-76.6666667,M,Peru_Lauricocha_8600BP,none,A2+(64)+16129,..,none,6780 calBCE,6570 calBCE,"6780-6570 calBCE (7870±30 BP, MAMS-14391)",7870±30 BP,MAMS-14391,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,0.794,v1.010
I0041,none,Peru,South America,"Lauricocha, Highlands",Peru_Lauricocha_8600BP,none,none,none,-10.3222,-76.6666667,F,Peru_Lauricocha_8600BP,none,B2,n/a (female),none,6640 calBCE,6470 calBCE,"6640-6470 calBCE (7760±31 BP, MAMS-14731)",7760±31 BP,MAMS-14731,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2018.10.027,https://www.ebi.ac.uk/ena/browser/view/PRJEB28961,none,none,none,none,0.083,v1.010
I0238,none,Peru,South America,"Lauricocha, Highlands",Peru_Lauricocha_8600BP,none,none,none,-10.3222,-76.6666667,M,Peru_Lauricocha_8600BP,none,A2,..,none,7000 BCE,6000 BCE,7000-6000 BCE,none,none,Posth Nakatsuka Cell 2018,https://doi.org/10.1016/j.cell.2020.04.015,https://www.ebi.ac.uk/ena/browser/view/PRJEB37446,none,none,none,none,0.19,v1.010
