"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_name","reference_link","data_link","c14_sample_tag","c14_layer_tag","ychr_snps","avg_coverage","sequence_source","mitopatho_alleles","mitopatho_positions","mitopatho_locus","mitopatho_diseases","mitopatho_statuses","mitopatho_homoplasms","mitopatho_heteroplasms"
"I3496","84","Spain","Europe","Iberia","Iberian culture","Iron Age","IAIB","E_Iberia_IA",41.49660110473633,2.146939992904663,"M","Turó de Ca n’Oliver, Cerdanyola, Barcelona, Catalonia","","H1","R1b1a1a2a1a",-300,-200,"300–200 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",105.27841186523438,"bam","15927A;16189C;8393T;13708A;195C;12705T","15927;16189;8393;13708;195;12705","MT-TT;MT-CR;MT-ATP8;MT-ND5;MT-CR;MT-CO1","LHON / Multiple Sclerosis / DEAF1555 increased penetrance / CHD;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Reversible brain pseudoatrophy;LHON / Increased MS risk / higher freq in PD-ADS;BD-associated / melanoma pts;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported;Conflicting reports;Reported;Reported","+;+;-;+;+;<NA>","-;-;+;+;+;<NA>"
"I12561","85","Spain","Europe","Iberia","Tartessian","Iron Age","IAIB","SW_Iberia_IA",37.51832962036133,-5.978330135345459,"M","La Angorrilla, Alcalá del Río, Sevilla, Andalusia","","H1","R1b1a1a2a1a",-700,-500,"700–500 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",3.1500000953674316,"bam","12705T;13708A;8393T;15927A;195C;16189C","12705;13708;8393;15927;195;16189","MT-CO1;MT-ND5;MT-ATP8;MT-TT;MT-CR;MT-CR","Possible protective factor for normal tension glaucoma;LHON / Increased MS risk / higher freq in PD-ADS;Reversible brain pseudoatrophy;LHON / Multiple Sclerosis / DEAF1555 increased penetrance / CHD;BD-associated / melanoma pts;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients","Reported;Conflicting reports;Reported;Reported;Reported;Reported","<NA>;+;-;+;+;+","<NA>;+;+;-;+;-"
"WEHR_1415child","99","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.3489990234375,10.89799976348877,"M","Wehringen, Hochfeld","","H13a2b2a","",-2021,-1893,"cal BC 2021-1893","3596±19","MAMS-18928","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",2022.199951171875,"reconstructed","","","","","","",""
"I8045","","Portugal","Europe","Iberia","SW_Iberia_BA","Bronze Age","BAIB","",38.19879913330078,-8.710000038146973,"F","Casas Velhas, Melides, Setúbal","","U5b","",-1700,-1300,"1700–1300 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",3.319999933242798,"bam","","","","","","",""
"WEHR_1474","","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.3489990234375,10.89799976348877,"M","Wehringen, Hochfeld","","V","",-2029,-1916,"cal BC 2029-1916","3614±19","MAMS-18930","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",1314.300048828125,"reconstructed","12705T;15784C;195C;5460A","12705;15784;195;5460","MT-CO1;MT-CYB;MT-CR;MT-ND2","Possible protective factor for normal tension glaucoma;POAG - potential for association;BD-associated / melanoma pts;AD / PD / LHON","Reported;Reported;Reported;Conflicting reports","<NA>;+;+;+","<NA>;-;+;+"
"I3493","","Spain","Europe","Iberia","Cogotas I","Bronze Age","BAIB","C_Iberia_BA",40.85860061645508,-5.351799964904785,"F","Tordillos, Aldeaseca de la Frontera, Salamanca, Castilla y León","","H1","",-1420,-1283,"1420–1283 cal BCE (3090±25 BP, PSUAMS-2072)","3090±25","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","",94.9000015258789,"bam","","","","","","",""
"WEHR_1564","","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.3489990234375,10.89799976348877,"M","Wehringen, Hochfeld","","V","",-2020,-1892,"cal BC 2020-1892","3594±19","MAMS-18931","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",2467.10009765625,"reconstructed","195C;9438A;16390A;310C;12705T;16183C","195;9438;16390;310;12705;16183","MT-CR;MT-CO3;MT-CR;MT-CR;MT-CO1;MT-CR","BD-associated / melanoma pts;LHON / gout;POAG - potential for association;Possible protective factor for normal tension glaucoma;Possible protective factor for normal tension glaucoma;Melanoma patients","Reported;Conflicting reports;Reported;Reported;Reported;Reported","+;+;+;<NA>;<NA>;nr","+;-;-;<NA>;<NA>;+"
"I2469","","Spain","Europe","Iberia","N_Iberia_BA","Bronze Age","BAIB","",42.56999969482422,-2.619999885559082,"F","El Sotillo, Laguardia, Araba/Álava, Basque Country","","H3an","",-910,-840,"910–840 cal BCE (2740±30 BP, Beta-299308)","2740±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","",81.30000305175781,"bam","16390A;16189C;16183C;195C;12705T;310C;9438A","16390;16189;16183;195;12705;310;9438","MT-CR;MT-CR;MT-CR;MT-CR;MT-CO1;MT-CR;MT-CO3","POAG - potential for association;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Melanoma patients;BD-associated / melanoma pts;Possible protective factor for normal tension glaucoma;Possible protective factor for normal tension glaucoma;LHON / gout","Reported;Reported;Reported;Reported;Reported;Reported;Conflicting reports","+;+;nr;+;<NA>;<NA>;+","-;-;+;+;<NA>;<NA>;-"
"VAD004","","Spain","Europe","Iberia","N_Iberia_BA","Bronze Age","BAIB","",42.439998626708984,-2.886699914932251,"M","Valdescusa, Hervías, La Rioja","","J1c3","R1b1a1a2a1a(xR1b1a1a2a1a2c,xR1b1a1a2a1a2a5)",-1673,-1255,"1673–1255 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","1","",0.0,"bam","310C;195C;6267A;15784C;12705T;5460A","310;195;6267;15784;12705;5460","MT-CR;MT-CR;MT-CO1;MT-CYB;MT-CO1;MT-ND2","Possible protective factor for normal tension glaucoma;BD-associated / melanoma pts;Prostate Cancer;POAG - potential for association;Possible protective factor for normal tension glaucoma;AD / PD / LHON","Reported;Reported;Reported;Reported;Reported;Conflicting reports","<NA>;+;+;+;<NA>;+","<NA>;+;-;-;<NA>;+"
"VAD005","","Spain","Europe","Iberia","N_Iberia_BA","Bronze Age","BAIB","",42.439998626708984,-2.886699914932251,"M","Valdescusa, Hervías, La Rioja","","J2b1a2","R1b1a1a2a1a(xR1b1a1a2a1a2c)",-1742,-1546,"1742–1546 cal BCE (3360±30 BP, Beta-479535)","3360±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","",0.0,"bam","11467G;12308G;15693C;195C;12372A;499A","11467;12308;15693;195;12372;499","MT-ND4;MT-TL2;MT-CYB;MT-CR;MT-ND5;MT-CR","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possibly LVNC cardiomyopathy-associated;BD-associated / melanoma pts;Altered brain pH / sCJD patients;Endometriosis","Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;+;+","-;+;-;+;-;-"
"I4563","","Spain","Europe","Iberia","NE_Iberia_BA","Bronze Age","BAIB","",41.29159927368164,1.0637999773025513,"M","Galls Carboners, Mont-ral, Tarragona, Catalonia","","H84","R1b1a1a2a1a2(xR1b1a1a2a1a2a5)",-1700,-1500,"1700–1500 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",310.4339904785156,"bam","11467G;12372A;16270T;16192T;12308G","11467;12372;16270;16192;12308","MT-ND4;MT-ND5;MT-CR;MT-CR;MT-TL2","Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients;Melanoma patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD","Reported;Reported;Reported;Reported;Reported","+;+;nr;nr;+","-;-;nr;nr;+"
"Ampack_1","","Germany","Europe","central Europe","Bell Beaker","Bronze Age","BBC","",48.259124755859375,10.873848915100098,"M","Königsbrunn, Ampack","","T2b33","",-2476,-2310,"cal BC 2476-2310","3924±23","MAMS-18887","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",1897.4000244140625,"reconstructed","5460A;3010A","5460;3010","MT-ND2;MT-RNR2","AD / PD / LHON;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor","Conflicting reports;Reported","+;+","+;-"
"I4562","Zuzach1","Spain","Europe","Iberia","NE_Iberia_BA","Bronze Age","BAIB","",41.29159927368164,1.0637999773025513,"F","Galls Carboners, Mont-ral, Tarragona, Catalonia","","H1","",-1738,-1623,"1738–1623 cal BCE (3375±20 BP, PSUAMS-3191)","3375±20","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","",193.0,"bam","","","","","","",""
"I10940","Zuzach2","Gibraltar","Europe","Iberia","SW_Iberia_BA","Bronze Age","BAIB","",36.13200378417969,-5.343772888183594,"M","Bray Cave, Gibraltar","","H1e1a","R1b1a1a",-1900,-1400,"1900–1400 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",10.300000190734863,"bam","","","","","","",""
"RISE371","rath1.SG","Hungary","Europe","Pannonia","Maros","Bronze Age","BAHu","",46.220001220703125,20.200000762939453,"F","Szöreg, Sziv Utca","","U5a2b","",-2136,-1941,"2136-1941 calBCE (3653±32 BP, OxA-30988)","3653±32","OxA-30988","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"bam","","","","","","",""
"I3759","rath2.SG","Spain","Europe","Iberia","Celtiberian","Iron Age","IAIB","N_Iberia_IA",42.564998626708984,-2.5863499641418457,"M","La Hoya, Laguardia, Araba/Álava, Basque Country","","H1","I2a1a1a",-361,-195,"361–195 cal BCE (2195±25 BP, PSUAMS-2078)","2195±25","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","",291.0,"bam","","","","","","",""
"I3327","rath3.SG","Spain","Europe","Iberia","Iberian culture","Iron Age","IAIB","E_Iberia_IA",42.006614685058594,3.078666925430298,"M","Puig de Sant Andreu, Ullastret, Girona, Catalonia","","J2b1a","R1b1a1a2a1a",-250,-200,"250–200 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",411.1651916503906,"bam","","","","","","",""
"RISE373","grave 1044","Hungary","Europe","Pannonia","Maros","Bronze Age","BAHu","",46.220001220703125,20.200000762939453,"F","Szöreg, Sziv Utca","","K1a2a","",-1886,-1696,"1886-1696 calBCE (3476±30 BP, OxA-31104)","3476±30","OxA-31104","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"bam","15693C;310C;11467G;499A;12372A;195C;12308G","15693;310;11467;499;12372;195;12308","MT-CYB;MT-CR;MT-ND4;MT-CR;MT-ND5;MT-CR;MT-TL2","Possibly LVNC cardiomyopathy-associated;Possible protective factor for normal tension glaucoma;Altered brain pH / sCJD patients;Endometriosis;Altered brain pH / sCJD patients;BD-associated / melanoma pts;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD","Reported;Reported;Reported;Reported;Reported;Reported;Reported","+;<NA>;+;+;+;+;+","-;<NA>;-;-;-;+;+"
"I12879","","Spain","Europe","Iberia","Iberian culture","Iron Age","IAIB","E_Iberia_IA",41.332401275634766,1.5943000316619873,"F","Hort d'en Grimau, Castellví de la Marca, Barcelona, Catalonia","","HV0+195","",-728,-397,"728–397 cal BCE (2390±30 BP, Beta-495156)","2390±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","",364.70001220703125,"bam","","","","","","",""
"I12643","","Spain","Europe","Iberia","Iberian culture","Iron Age","IAIB","E_Iberia_IA",41.53730010986328,2.1328999996185303,"F","Can Roqueta II, Sabadell, Barcelona, Catalonia","","J2a1a1c","",-758,-429,"758–429 cal BCE (2460±30 BP, Beta 449091)","2460±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","",46.630001068115234,"bam","","","","","","",""
"I12173","grave 02","Spain","Europe","Iberia","Tartessian","Iron Age","IAIB","SW_Iberia_IA",37.51832962036133,-5.978330135345459,"F","La Angorrilla, Alcalá del Río, Sevilla, Andalusia","","T2b23","",-700,-500,"700–500 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",3.1440000534057617,"bam","12372A;11467G;16270T;12308G;16192T","12372;11467;16270;12308;16192","MT-ND5;MT-ND4;MT-CR;MT-TL2;MT-CR","Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Melanoma patients","Reported;Reported;Reported;Reported;Reported","+;+;nr;+;nr","-;-;nr;+;nr"
"I12560","grave 3","Spain","Europe","Iberia","Tartessian","Iron Age","IAIB","SW_Iberia_IA",37.51832962036133,-5.978330135345459,"F","La Angorrilla, Alcalá del Río, Sevilla, Andalusia","","H4a1","",-700,-500,"700–500 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",3.9820001125335693,"bam","12308G;10398G;11467G;12372A;9055A","12308;10398;11467;12372;9055","MT-TL2;MT-ND3;MT-ND4;MT-ND5;MT-ATP6","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;PD protective factor","Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported","+;+;+;+;+","+;-;-;-;-"
"I4560","","Spain","Europe","Iberia","NE_Iberia_BA","Bronze Age","BAIB","",41.29159927368164,1.0637999773025513,"F","Galls Carboners, Mont-ral, Tarragona, Catalonia","","K1a3a","",-1700,-1500,"1700–1500 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",580.5739135742188,"bam","","","","","","",""
"DA194","barrow I grave 14:1","Hungary","Europe","Pannonia","Scythian","Iron Age","SCHu","",46.344444274902344,20.162500381469727,"F","Sandorfalva‚ Äì Eperjes 11 118 9423","","H2a2a1","",-408,-369,"","2322±36","UBA-33596","de Barros Damgaard et al. 2018","https://doi.org/10.1038/s41586-018-0094-2","https://www.ebi.ac.uk/ena/data/view/PRJEB20658","1","0","I:CTS10941:22845794A->G;I:CTS1301:7321418C->T;I:CTS7502:17511797A->G",4.333000183105469,"bam","","","","","","",""
"poz212","","Ukraine","Europe","Pontic steppe","Noua","Bronze Age","BAUk","",48.389442443847656,28.406389236450195,"F","Klembivka","Grave 5, barrow 1","R11’B6","",-3022,-2918,"3022-2918 BC (Poz-72043)","","Poz-72043","Juras et al. 2018","https://doi.org/10.1038/s41598-018-29914-5","https://www.ncbi.nlm.nih.gov/popset/1464230165","1","0","",11.0,"reconstructed","","","","","","",""
"I12171","","Spain","Europe","Iberia","Tartessian","Iron Age","IAIB","SW_Iberia_IA",37.51832962036133,-5.978330135345459,"F","La Angorrilla, Alcalá del Río, Sevilla, Andalusia","","J1c1b","",-700,-500,"700–500 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",35.59991455078125,"bam","","","","","","",""
"I0371","Cranium VI","Russia","Europe","Pontic steppe","Poltavka","Bronze Age","BARu","",53.34000015258789,50.34000015258789,"M","Grachevka, Sok River, Samara","Site II","U2d2","R1b1a1a2",-2872,-2583,"2872-2583 calBCE (4130±30 BP, Beta-392488)","4130±30","Beta-392488","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","1","0","I:CTS4209:15479899T->A;I:CTS7469:17497181C->A;I:PF3817:21939618G->A",0.0,"bam","","","","","","",""
"I0126","grave 11;kurgan 1","Russia","Europe","Pontic steppe","Poltavka","Bronze Age","BARu","",53.310001373291016,51.150001525878906,"M","Kutuluk, Kutuluk River, Samara","Site III","H6a2","R1b1a1a2a2",-2867,-2486,"2867-2486 calBCE (4081±54 BP, AA-53803)","4081±54","AA-53803","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","1","0","",0.0,"bam","16192T;16270T;11467G;12372A;12308G","16192;16270;11467;12372;12308","MT-CR;MT-CR;MT-ND4;MT-ND5;MT-TL2","Melanoma patients;Melanoma patients;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD","Reported;Reported;Reported;Reported;Reported","nr;nr;+;+;+","nr;nr;-;-;+"
"I0440","ID 3437","Russia","Europe","Pontic steppe","Poltavka","Bronze Age","BARu","",53.380001068115234,50.38999938964844,"M","Lopatino, Sok River, Samara","Site II","I3a","R1b1a1a2a2",-2887,-2666,"2887-2666 calBCE (4180±30 BP, Beta-392492)","4180±30","Beta-392492","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","1","0","I2a2a1:CTS9183:18732197A->G;I2a2:L35:22725379C->A;I2a2:L368:6931594C->T;I:CTS11779:23267211G->A;I:CTS1800:14073053G->A;I:CTS4209:15479899T->A;I:CTS4340:15595624G->A;I:CTS4745:15793946G->A;I:CTS7502:17511797A->G;I:FGC2414:21155653C->T;I:L755:8465165C->T;I:PF3665:8643763A->G;I:PF3677:9891668G->A;I:PF3759:17467526G->A;I:PF3797:21130059A->G",0.0,"bam","961G","961","MT-RNR1","Possibly DEAF-associated","Unclear","+","-"
"I0374","ID 4091","Russia","Europe","Pontic steppe","Poltavka","Bronze Age","BARu","",49.970001220703125,44.66999816894531,"M","Nikolaevka III, Samara River, Samara","","H13a1a","R1b1a1a2a2",-2800,-2200,"2800-2200 BCE","","","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","0","0","I:CTS2514:14337364T->C;I:CTS3383:14884646C->T;I:CTS3384:14884659A->C;I:CTS5764:16471254A->G;I:CTS772:7004291G->C;I:FI2:8382265C->G;I:PF3813:21794672C->T",0.0,"bam","489C;185A;11251G;10398G;13708A;462T;3010A","489;185;11251;10398;13708;462;3010","MT-CR;MT-CR;MT-ND4;MT-ND3;MT-ND5;MT-CR;MT-RNR2","Low VO2max response;Low VO2max response;Reduced risk of PD;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;LHON / Increased MS risk / higher freq in PD-ADS;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor","Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Conflicting reports;Reported;Reported","+;+;nr;+;+;+;+","-;-;nr;-;+;-;-"
"I0246","bog find 1940","Russia","Europe","Pontic steppe","Potapovka","Bronze Age","BARu","",53.45000076293945,50.45000076293945,"M","Utyevka, Samara River, Samara","Site VI","C1","R1",-2469,-1928,"2469-1928 calBCE (3760±100 BP, AA-12568)","3760±100","AA-12568","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","1","0","R1b1a1a2:L265:8149348A->G;R1b1a1a2:PF6500:21410840G->T;R1b1a1a:FGC57:7759944G->A;R:CTS6417:16882568T->C;R:CTS7876:17722802G->A;R:L1347:22818334C->T",0.0,"bam","","","","","","",""
"I3322","Grave # 33","Spain","Europe","Iberia","Iberian culture","Iron Age","IAIB","E_Iberia_IA",40.50669860839844,0.43140000104904175,"F","Puig de la Misericordia, Vinaròs, Castelló/Castellón, Valencian Community","","H1t","",-600,-500,"600–500 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",632.0,"bam","15928A;195C;4917G;16189C;11251G","15928;195;4917;16189;11251","MT-TT;MT-CR;MT-ND2;MT-CR;MT-ND4","Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;BD-associated / melanoma pts;LHON / Insulin Resistance / AMD / NRTI-PN;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Reduced risk of PD","Reported;Reported;Reported;Reported;Reported","+;+;+;+;nr","-;+;-;-;nr"
"I0418","Grave # 105","Russia","Europe","Pontic steppe","Potapovka","Bronze Age","BARu","",53.45000076293945,50.45000076293945,"F","Utyevka, Samara River, Samara","Site VI","T1a1","",-2125,-1769,"2125-1769 calBCE (3583±52 BP, AA-53802)","3583±52","AA-53802","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","1","0","",0.0,"bam","12308G;16270T;12372A;11467G;16192T","12308;16270;12372;11467;16192","MT-TL2;MT-CR;MT-ND5;MT-ND4;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Melanoma patients;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients","Reported;Reported;Reported;Reported;Reported","+;nr;+;+;nr","+;nr;-;-;nr"
"LIAV_32","Grave # 123","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","H","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",32.20000076293945,"reconstructed","11467G;12308G;9055A;12372A;10398G","11467;12308;9055;12372;10398","MT-ND4;MT-TL2;MT-ATP6;MT-ND5;MT-ND3","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor;Altered brain pH / sCJD patients;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy","Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK","+;+;+;+;+","-;+;-;-;-"
"LIAV_40","Grave # 147","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","H","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","G2a2a1a2a:FGC7739:24371391T->C;G2a2a:S16017:14458744A->G;G2a:F3088:20813445G->A;G2:CTS4242:15507383T->C;G2:F3220:21637589G->C;G2:F3344:22697266G->A;G2:P287:22072097G->T;G:CTS10723:22730922C->G;G:CTS2136:14195292A->G;G:CTS2215:14220356G->A;G:CTS6483:16929270C->T;G:L402:15204708T->G;G:M3402:21790011C->T;G:M3471:7840218C->A;G:M3474:7930724C->A;G:M3481:8387539G->A;G:M3485:8563874C->T;G:U21:15204710A->C",37.099998474121094,"reconstructed","11251G;4917G;15928A","11251;4917;15928","MT-ND4;MT-ND2;MT-TT","Reduced risk of PD;LHON / Insulin Resistance / AMD / NRTI-PN;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection","Reported;Reported;Reported","nr;+;+","nr;-;-"
"I0419","burial 4","Russia","Europe","Pontic steppe","Potapovka","Bronze Age","BARu","",53.45000076293945,50.45000076293945,"M","Utyevka, Samara River, Samara","Site VI","U2e1h","R1a1a1b",-2200,-1900,"2200-1900 BCE","","","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","0","0","R1a:L62:17891241A->G;R1:CTS1913:14120054A->T;R1:CTS2680:14424045C->T;R1:CTS4075:15377120A->G;R1:CTS7085:17275703G->A;R1:CTS916:7084535G->A;R1:L875:16742224A->G;R1:P231:9989615A->G;R1:P286:17716251C->T;R:CTS11647:23202551C->G;R:CTS2426:14300457G->A;R:CTS6417:16882568T->C;R:CTS7876:17722802G->A;R:CTS7880:17723850C->T;R:F295:15594523A->G;R:F82:7548900G->A;R:L1347:22818334C->T;R:M613:7133986G->C;R:P285:19267344C->A",0.0,"bam","10398G;11251G;295T;3010A;13708A;462T;489C;3394C;228A;185A","10398;11251;295;3010;13708;462;489;3394;228;185","MT-ND3;MT-ND4;MT-CR;MT-RNR2;MT-ND5;MT-CR;MT-CR;MT-ND1;MT-CR;MT-CR","PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Reduced risk of PD;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;LHON / Increased MS risk / higher freq in PD-ADS;Low VO2max response;Low VO2max response;LHON / Diabetes / CPTdeficiency / high altitude adaptation;Low VO2max response;Low VO2max response","Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported;Conflicting reports;Reported;Reported;Reported / Population-dependent;Reported;Reported","+;nr;+;+;+;+;+;+;+;+","-;nr;-;-;+;-;-;-;-;-"
